17大类,商品名,L1_code,L1_名称,L2_code,L2_名称,L3_code,L3_名称,L4_code(叶),L4_名称(叶),叶子状态,归类性质,匹配方式,置信度
暖通气动类,橡胶隔振器,24,暖通,24.010,空调辅件,24.010.005,减震配件,24.010.005.003,橡胶剪切减震器,现有,语义推测,语义分类,med
暖通气动类,步袋除尘器,24,暖通,24.002,通风设备,24.002.007,除尘器,24.002.007.003,布袋除尘器,现有,语义推测,语义分类,high
暖通气动类,气动调节阀,05,气动液压,05.008,气动控制元件,05.008.001,气阀,05.008.001.011,气控阀,现有,语义推测,语义分类,high
暖通气动类,气液分离器,05,气动液压,05.001,气源处理元件,05.001.001,气源处理元件,05.001.001.010,汽水分离器,现有,语义推测,语义分类,med
暖通气动类,氟里昂,10,电器,10.002,家用电器,10.002.002,空调,10.002.002.006,制冷剂,现有,语义推测,语义救回,med
暖通气动类,氢,24,暖通,(待生成),氢气  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,氢气纯化器,24,暖通,(待生成),氢气纯化器  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,氦气,24,暖通,(待生成),氦气  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,氨气,24,暖通,(待生成),氨气  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,氩气,24,暖通,(待生成),氩气  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,氩气纯化装置,24,暖通,(待生成),氩气纯化装置  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,氪气,24,暖通,(待生成),氪气  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,水-水换热器,05,气动液压,05.004,液压辅助元件,05.004.008,换热器,05.004.008.001,换热器,现有,语义推测,语义分类,med
暖通气动类,水-水预热器,05,气动液压,05.004,液压辅助元件,05.004.008,换热器,05.004.008.001,换热器,现有,语义推测,语义分类,med
暖通气动类,水份分离器,05,气动液压,05.001,气源处理元件,05.001.001,气源处理元件,05.001.001.010,汽水分离器,现有,语义推测,语义分类,med
暖通气动类,水位器,25,水暖器材,25.001,阀门辅材,25.001.005,铸铁阀门,25.001.005.023,水位计,现有,语义推测,语义分类,high
暖通气动类,水冷式双螺杆冷水机组,24,暖通,24.006,空调设备,24.006.004,空调设备,24.006.004.003,水冷机组,现有,语义推测,语义分类,high
暖通气动类,水槽,24,暖通,24.002,通风设备,24.002.004,水箱,24.002.004.001,不锈钢水箱,现有,语义推测,语义分类,low
暖通气动类,水气分离器,05,气动液压,05.001,气源处理元件,05.001.001,气源处理元件,05.001.001.010,汽水分离器,现有,语义推测,语义分类,med
暖通气动类,水泥板,19,装饰材料,19.002,装饰板材,19.002.004,水泥板,19.002.004.001,水泥压力板,现有,语义推测,语义救回,med
暖通气动类,水泵减振基座,24,暖通,24.010,空调辅件,24.010.005,减震配件,24.010.005.002,减震垫,现有,语义推测,语义分类,med
暖通气动类,水管路系统,24,暖通,24.007,采暖设备,(待生成),水管路系统  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,污水管冲洗阀,25,水暖器材,25.001,阀门辅材,(待生成),污水管冲洗阀  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,汽化器,24,暖通,24.006,空调设备,(待生成),汽化器  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,汽水集配器,24,暖通,24.007,采暖设备,24.007.004,集分水器,24.007.004.002,分水器,现有,语义推测,语义分类,med
暖通气动类,油/气两用锅炉,24,暖通,24.007,采暖设备,24.007.008,锅炉,(待生成),油气两用锅炉  ← 新建,新补,语义推测,语义推测·需建新叶,new
暖通气动类,油位指示器,05,气动液压,05.006,液压动力元件,05.006.002,试压站,05.006.002.006,油标,现有,语义推测,语义分类,high
暖通气动类,油冷却器,05,气动液压,05.004,液压辅助元件,05.004.006,冷却器,05.004.006.001,冷却器,现有,语义推测,语义分类,med
暖通气动类,油毛毡,24,暖通,(待生成),油毛毡  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,油润滑式空压机,07,机电,07.007,空气压缩设备,07.007.002,空压机,07.007.002.001,活塞空压机,现有,语义推测,语义分类,low
暖通气动类,油管路,05,气动液压,05.004,液压辅助元件,05.004.002,液压管路,05.004.002.013,液压管,现有,语义推测,语义分类,med
暖通气动类,油过滤器,05,气动液压,05.004,液压辅助元件,05.004.004,油液过滤,05.004.004.001,液压滤芯,现有,语义推测,语义分类,high
暖通气动类,泄压风门,24,暖通,24.008,通风阀门,24.008.003,调节阀,24.008.003.001,手动通风调节阀,现有,语义推测,语义分类,med
暖通气动类,法兰式过滤器,25,水暖器材,25.001,阀门辅材,25.001.001,不锈钢阀门,25.001.001.004,不锈钢过滤器,现有,语义推测,语义分类,med
暖通气动类,泡沫塑料,24,暖通,(待生成),泡沫塑料  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,活塞式压缩机,07,机电,07.007,空气压缩设备,07.007.002,空压机,07.007.002.001,活塞空压机,现有,语义推测,语义分类,high
暖通气动类,活塞式无油润滑空气压缩机,07,机电,07.007,空气压缩设备,07.007.002,空压机,07.007.002.001,活塞空压机,现有,语义推测,语义分类,high
暖通气动类,活性炭,24,暖通,(待生成),活性炭  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,活性炭过滤器,24,暖通,24.002,通风设备,24.002.002,净化器,24.002.002.005,空气净化器滤网,现有,语义推测,语义分类,med
暖通气动类,流量指示器,24,暖通,(待生成),流量指示器  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,浮桶式输水器,24,暖通,24.007,采暖设备,(待生成),浮桶式疏水器  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,浮球式输水器,24,暖通,24.007,采暖设备,(待生成),浮球式疏水器  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,液化石油气,24,暖通,(待生成),液化石油气  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,液氧,24,暖通,(待生成),液氧  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,游离水,24,暖通,(待生成),游离水  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,湿球温度计,24,暖通,(待生成),湿球温度计  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,溴化锂吸收式制冷机,24,暖通,24.006,空调设备,24.006.004,空调设备,24.006.004.003,水冷机组,现有,语义推测,语义分类,low
暖通气动类,滑阀,24,暖通,24.011,人防设备,24.011.001,人防阀门,24.011.001.002,插板阀,现有,语义推测,语义分类,med
暖通气动类,滤壳,05,气动液压,05.004,液压辅助元件,05.004.004,油液过滤,05.004.004.008,过滤器附件,现有,语义推测,语义分类,med
暖通气动类,滤芯,05,气动液压,05.001,气源处理元件,05.001.001,气源处理元件,05.001.001.011,空气滤芯,现有,语义推测,语义分类,med
暖通气动类,火焰滞留器,24,暖通,24.007,采暖设备,24.007.008,锅炉,(待生成),火焰滞留器  ← 新建,新补,语义推测,语义推测·需建新叶,new
暖通气动类,炉壳,24,暖通,24.007,采暖设备,24.007.008,锅炉,(待生成),炉壳  ← 新建,新补,语义推测,语义推测·需建新叶,new
暖通气动类,炉膛,24,暖通,24.007,采暖设备,24.007.008,锅炉,(待生成),炉膛  ← 新建,新补,语义推测,语义推测·需建新叶,new
暖通气动类,烟囱,24,暖通,24.007,采暖设备,24.007.008,锅炉,(待生成),烟囱  ← 新建,新补,语义推测,语义推测·需建新叶,new
暖通气动类,热动力式疏水器,24,暖通,24.007,采暖设备,(待生成),热动力式疏水器  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,热回收式离心冷冻机,24,暖通,24.006,空调设备,24.006.004,空调设备,24.006.004.003,水冷机组,现有,语义推测,语义分类,low
暖通气动类,热水循环泵,25,水暖器材,25.001,阀门辅材,25.001.004,铜阀门,25.001.004.008,循环水泵,现有,语义推测,语义分类,high
暖通气动类,热水箱,24,暖通,24.002,通风设备,24.002.004,水箱,24.002.004.001,不锈钢水箱,现有,语义推测,语义分类,med
暖通气动类,热风幕,24,暖通,24.006,空调设备,24.006.001,新风机组,24.006.001.001,风幕机,现有,语义推测,语义分类,high
暖通气动类,煤仓,24,暖通,24.007,采暖设备,24.007.008,锅炉,(待生成),煤仓  ← 新建,新补,语义推测,语义推测·需建新叶,new
暖通气动类,燃气导管,24,暖通,24.007,采暖设备,24.007.008,锅炉,(待生成),燃气导管  ← 新建,新补,语义推测,语义推测·需建新叶,new
暖通气动类,燃气蒸汽锅炉,24,暖通,24.007,采暖设备,24.007.008,锅炉,(待生成),燃气蒸汽锅炉  ← 新建,新补,语义推测,语义推测·需建新叶,new
暖通气动类,燃油点火装置,24,暖通,24.007,采暖设备,24.007.008,锅炉,24.007.008.003,点火装置,现有,语义推测,语义分类,high
暖通气动类,燃油热水锅炉,24,暖通,24.007,采暖设备,24.007.008,锅炉,(待生成),燃油热水锅炉  ← 新建,新补,语义推测,语义推测·需建新叶,new
暖通气动类,燃烧器,24,暖通,24.007,采暖设备,24.007.008,锅炉,(待生成),燃烧器  ← 新建,新补,语义推测,语义推测·需建新叶,new
暖通气动类,燃烧用氧,24,暖通,(待生成),燃烧用氧  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,版式散热器,24,暖通,24.007,采暖设备,24.007.002,散热器,24.007.002.009,钢制板式散热器,现有,语义推测,语义分类,med
暖通气动类,玻璃棉,16,保温,16.006,玻璃棉保温,16.006.002,玻璃棉卷毡,16.006.002.001,玻璃棉卷毡,现有,语义推测,语义救回,med
暖通气动类,玻璃窗,24,暖通,(待生成),玻璃窗  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,玻璃纤维,24,暖通,(待生成),玻璃纤维  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,电冰箱,24,暖通,24.006,空调设备,(待生成),电冰箱  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,电动三通阀,25,水暖器材,25.001,阀门辅材,25.001.004,铜阀门,25.001.004.003,电动三通阀,现有,语义推测,语义分类,high
暖通气动类,电动二通阀,25,水暖器材,25.001,阀门辅材,25.001.004,铜阀门,25.001.004.002,电动二通阀,现有,语义推测,语义分类,high
暖通气动类,电动控制阀,25,水暖器材,25.001,阀门辅材,25.001.004,铜阀门,25.001.004.004,电动调节阀,现有,语义推测,语义分类,med
暖通气动类,电动机,07,机电,07.001,电机,07.001.003,三相电机,07.001.003.001,三相电机,现有,语义推测,语义分类,med
暖通气动类,电动给水泵,07,机电,07.004,泵,07.004.006,清水泵,07.004.006.004,离心泵,现有,语义推测,语义分类,med
暖通气动类,电子水处理器,24,暖通,24.002,通风设备,24.002.005,水处理设备,24.002.005.001,水处理设备,现有,语义推测,语义分类,high
暖通气动类,电子计算器,24,暖通,(待生成),电子计算器  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,电热水器,24,暖通,24.007,采暖设备,24.007.008,锅炉,24.007.008.001,电锅炉,现有,语义推测,语义分类,low
暖通气动类,电解槽,24,暖通,(待生成),电解槽  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,电除尘器,24,暖通,24.002,通风设备,24.002.007,除尘器,24.002.007.004,电除尘器,现有,语义推测,语义分类,high
暖通气动类,电（空气）加热器,24,暖通,24.007,采暖设备,24.007.002,散热器,(待生成),电(空气)加热器  ← 新建,新补,语义推测,语义推测·需建新叶,new
暖通气动类,直接作用式调节阀,25,水暖器材,25.001,阀门辅材,25.001.004,铜阀门,25.001.004.025,铜调节阀,现有,语义推测,语义分类,low
暖通气动类,直接膨胀干燥器,07,机电,07.007,空气压缩设备,07.007.003,干燥机,07.007.003.001,干燥机,现有,语义推测,语义分类,med
暖通气动类,真空,05,气动液压,(待生成),真空  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,真空吸尘器,10,电器,10.001,商用电器,10.001.003,商用厨具,10.001.003.013,商用吸尘器,现有,语义推测,语义救回,med
暖通气动类,真空泵,07,机电,07.007,空气压缩设备,07.007.004,真空泵,07.007.004.001,真空泵,现有,语义推测,语义分类,high
暖通气动类,矩形空气分布器,24,暖通,24.003,通风配件,24.003.003,风口,24.003.003.002,方形散流器,现有,语义推测,语义分类,med
暖通气动类,石棉板,24,暖通,(待生成),石棉板  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,碱液箱,24,暖通,(待生成),碱液箱  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,碳氢化合物过滤器,05,气动液压,05.001,气源处理元件,05.001.001,气源处理元件,05.001.001.012,油雾分离器,现有,语义推测,语义分类,low
暖通气动类,离心压缩机水冷冷凝单元,24,暖通,24.006,空调设备,24.006.004,空调设备,24.006.004.003,水冷机组,现有,语义推测,语义分类,med
暖通气动类,离心式制冷机,24,暖通,24.006,空调设备,24.006.004,空调设备,24.006.004.003,水冷机组,现有,语义推测,语义分类,low
暖通气动类,离心式压缩机,07,机电,07.007,空气压缩设备,07.007.002,空压机,(待生成),离心式压缩机  ← 新建,新补,语义推测,语义推测·需建新叶,new
暖通气动类,离心式双体空压机,07,机电,07.007,空气压缩设备,07.007.002,空压机,(待生成),离心式双体空压机  ← 新建,新补,语义推测,语义推测·需建新叶,new
暖通气动类,离心式油水分离器,05,气动液压,05.001,气源处理元件,05.001.001,气源处理元件,05.001.001.013,油水分离器,现有,语义推测,语义分类,high
暖通气动类,离心旋风式除尘器,24,暖通,24.002,通风设备,24.002.007,除尘器,24.002.007.001,干式除尘器,现有,语义推测,语义分类,med
暖通气动类,离心玻璃棉管壳,16,保温,16.006,玻璃棉保温,16.006.003,玻璃棉管,16.006.003.001,玻璃棉管,现有,语义推测,语义救回,med
暖通气动类,离心风机,24,暖通,24.002,通风设备,24.002.001,风机,24.002.001.006,离心式风机,现有,语义推测,语义分类,high
暖通气动类,空气冷却式汽化器,24,暖通,24.006,空调设备,(待生成),空气冷却式汽化器  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,空气净化器,10,电器,10.003,生活电器,10.003.001,生活小家电,10.003.001.005,空气净化器,现有,语义推测,语义救回,high
暖通气动类,空气压缩机,07,机电,07.007,空气压缩设备,07.007.002,空压机,(待生成),空气压缩机  ← 新建,新补,语义推测,语义推测·需建新叶,new
暖通气动类,空气旋塞,05,气动液压,05.008,气动控制元件,05.008.001,气阀,05.008.001.013,手转阀,现有,语义推测,语义分类,low
暖通气动类,空气洗涤器,24,暖通,24.006,空调设备,(待生成),空气洗涤器  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,空气调节器,24,暖通,24.006,空调设备,24.006.005,冷气设备,24.006.005.001,冷气机,现有,语义推测,语义分类,high
暖通气动类,窗帘,20,门窗,20.003,窗,20.003.004,门窗,20.003.004.003,窗帘,现有,语义推测,语义救回,high
暖通气动类,窗式空调器,24,暖通,24.006,空调设备,24.006.005,冷气设备,24.006.005.001,冷气机,现有,语义推测,语义分类,med
暖通气动类,立式直通除污器,25,水暖器材,25.001,阀门辅材,25.001.004,铜阀门,25.001.004.012,铜除污器,现有,语义推测,语义分类,med
暖通气动类,管堵,24,暖通,24.011,人防设备,24.011.001,人防阀门,24.011.001.003,堵头,现有,语义推测,语义分类,high
暖通气动类,管帽,25,水暖器材,25.002,水暖管件,25.002.003,玛钢管件,25.002.003.006,玛钢管帽,现有,语义推测,语义分类,med
暖通气动类,粒子计数器,24,暖通,24.012,洁净设备,(待生成),粒子计数器  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,纯氧,24,暖通,(待生成),纯氧  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,组装式冷冻机,24,暖通,24.006,空调设备,24.006.004,空调设备,24.006.004.003,水冷机组,现有,语义推测,语义分类,med
暖通气动类,给水过滤器,24,暖通,24.002,通风设备,24.002.005,水处理设备,24.002.005.001,水处理设备,现有,语义推测,语义分类,med
暖通气动类,脉冲式疏水器,24,暖通,24.007,采暖设备,(待生成),脉冲式疏水器  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,膨胀水管,24,暖通,24.007,采暖设备,(待生成),膨胀水管  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,膨胀水箱,24,暖通,24.007,采暖设备,(待生成),膨胀水箱  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,膨胀阀,24,暖通,24.006,空调设备,(待生成),膨胀阀  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,自动排气阀,25,水暖器材,25.001,阀门辅材,25.001.004,铜阀门,25.001.004.020,铜排气阀,现有,语义推测,语义分类,med
暖通气动类,自动补水装置,24,暖通,24.007,采暖设备,(待生成),自动补水装置  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,自来水管,24,暖通,24.007,采暖设备,(待生成),自来水管  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,蒸汽,24,暖通,24.007,采暖设备,(待生成),蒸汽  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,蒸汽-水热交换器,05,气动液压,05.004,液压辅助元件,05.004.008,换热器,05.004.008.001,换热器,现有,语义推测,语义分类,med
暖通气动类,蒸汽出口,24,暖通,24.007,采暖设备,(待生成),蒸汽出口  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,蒸汽加湿器,10,电器,10.001,商用电器,10.001.005,商用电器其它,10.001.005.004,工业加湿机,现有,语义推测,语义救回,med
暖通气动类,蒸汽加热器,05,气动液压,05.004,液压辅助元件,05.004.008,换热器,05.004.008.001,换热器,现有,语义推测,语义救回,med
暖通气动类,蒸汽室,24,暖通,24.007,采暖设备,(待生成),蒸汽室  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,蒸汽泵,07,机电,07.004,泵,(待生成),蒸汽泵  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,补充水管,24,暖通,24.007,采暖设备,(待生成),补充水管  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,观察孔,25,水暖器材,25.001,阀门辅材,25.001.001,不锈钢阀门,25.001.001.009,视镜,现有,语义推测,语义分类,med
暖通气动类,贮气罐,24,暖通,24.002,通风设备,24.002.005,水处理设备,24.002.005.002,压力容器罐,现有,语义推测,语义分类,med
暖通气动类,超压安全阀,05,气动液压,05.007,液压控制元件,05.007.003,普通液压阀,05.007.003.001,安全阀,现有,语义推测,语义分类,high
暖通气动类,超声波加湿器,10,电器,10.001,商用电器,10.001.005,商用电器其它,10.001.005.004,工业加湿机,现有,语义推测,语义救回,med
暖通气动类,超温指示灯,24,暖通,(待生成),超温指示灯  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,转轮式换热器,05,气动液压,05.004,液压辅助元件,05.004.008,换热器,05.004.008.001,换热器,现有,语义推测,语义分类,med
暖通气动类,转轮除湿机,10,电器,10.001,商用电器,10.001.005,商用电器其它,10.001.005.003,工业除湿机,现有,语义推测,语义救回,med
暖通气动类,过压指示器,24,暖通,(待生成),过压指示器  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,通风补偿器,25,水暖器材,25.003,管道辅材,25.003.009,波纹补偿器,25.003.009.003,波纹补偿器,现有,语义推测,语义分类,med
暖通气动类,采暖补偿器,25,水暖器材,25.003,管道辅材,25.003.009,波纹补偿器,25.003.009.003,波纹补偿器,现有,语义推测,语义分类,med
暖通气动类,重型蒸汽发生器,24,暖通,24.007,采暖设备,24.007.008,锅炉,(待生成),重型蒸汽发生器  ← 新建,新补,语义推测,语义推测·需建新叶,new
暖通气动类,针形阀,05,气动液压,05.007,液压控制元件,05.007.003,普通液压阀,05.007.003.009,液压节流阀,现有,语义推测,语义分类,low
暖通气动类,钠离子交换器,24,暖通,24.002,通风设备,24.002.005,水处理设备,24.002.005.001,水处理设备,现有,语义推测,语义分类,med
暖通气动类,锅炉支座,24,暖通,24.007,采暖设备,24.007.008,锅炉,(待生成),锅炉支座  ← 新建,新补,语义推测,语义推测·需建新叶,new
暖通气动类,锥形阀,05,气动液压,05.008,气动控制元件,05.008.001,气阀,(待生成),锥形阀  ← 新建,新补,语义推测,语义推测·需建新叶,new
暖通气动类,闭式膨胀水箱,24,暖通,24.007,采暖设备,(待生成),闭式膨胀水箱  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,防烟阀,24,暖通,24.008,通风阀门,24.008.001,防火阀,24.008.001.001,手动防火阀,现有,语义推测,语义分类,med
暖通气动类,阻火器,26,消防,26.002,消防水,26.002.001,消防阀门,26.002.001.025,阻火器,现有,语义推测,语义救回,high
暖通气动类,除尘器,24,暖通,24.002,通风设备,24.002.007,除尘器,24.002.007.001,干式除尘器,现有,语义推测,语义分类,med
暖通气动类,集气罐,24,暖通,24.002,通风设备,24.002.005,水处理设备,24.002.005.002,压力容器罐,现有,语义推测,语义分类,med
暖通气动类,集水盘,24,暖通,24.006,空调设备,(待生成),集水盘  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,静电除垢器,24,暖通,24.002,通风设备,24.002.005,水处理设备,24.002.005.001,水处理设备,现有,语义推测,语义分类,med
暖通气动类,静电除尘器,24,暖通,24.002,通风设备,24.002.007,除尘器,24.002.007.004,电除尘器,现有,语义推测,语义分类,high
暖通气动类,风冷冷水机组,24,暖通,24.006,空调设备,24.006.004,空调设备,24.006.004.001,风冷机组,现有,语义推测,语义分类,high
暖通气动类,风冷式干燥机,07,机电,07.007,空气压缩设备,07.007.003,干燥机,07.007.003.001,干燥机,现有,语义推测,语义分类,high
暖通气动类,风冷热泵,24,暖通,24.006,空调设备,24.006.002,热泵机组,24.006.002.003,空气源热泵,现有,语义推测,语义分类,high
暖通气动类,风冷热泵冷水机组,24,暖通,24.006,空调设备,24.006.002,热泵机组,24.006.002.004,热泵机组,现有,语义推测,语义分类,med
暖通气动类,风量调节器,24,暖通,24.008,通风阀门,24.008.003,调节阀,24.008.003.001,手动通风调节阀,现有,语义推测,语义分类,med
暖通气动类,高发泡聚氯乙烯管壳,24,暖通,(待生成),高发泡聚氯乙烯管壳  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,高效空气过滤器,24,暖通,24.002,通风设备,24.002.002,净化器,24.002.002.001,高效过滤器,现有,语义推测,语义分类,high
暖通气动类,高温绝热层,24,暖通,(待生成),高温绝热层  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
暖通气动类,高纯氧,24,暖通,(待生成),高纯氧  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
木材类,三合板,19,装饰材料,19.002,装饰板材,19.002.003,木质板,19.002.003.001,胶合板,现有,语义推测,语义分类,high
木材类,圆木棍,21,土建材料,21.002,木方,21.002.001,建筑木方,21.002.001.001,建筑木方,现有,语义推测,语义分类,med
木材类,多层板,19,装饰材料,19.002,装饰板材,19.002.003,木质板,19.002.003.001,胶合板,现有,语义推测,语义分类,med
木材类,木电线杆,21,土建材料,21.002,木方,(待生成),木质电线杆  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
木材类,硬木,21,土建材料,21.002,木方,21.002.001,建筑木方,21.002.001.001,建筑木方,现有,语义推测,语义分类,high
木材类,红胡桃三合板,19,装饰材料,19.002,装饰板材,19.002.003,木质板,19.002.003.007,木饰面板,现有,语义推测,语义分类,med
木材类,覆膜板,21,土建材料,21.004,模板,21.004.003,木模板,21.004.003.001,建筑覆膜板,现有,语义推测,语义分类,high
木材类,软木方,21,土建材料,21.002,木方,21.002.001,建筑木方,21.002.001.001,建筑木方,现有,语义推测,语义分类,high
木材类,防蚂蚁木,21,土建材料,21.002,木方,21.002.001,建筑木方,21.002.001.001,建筑木方,现有,语义推测,语义分类,high
木材类,黑胡桃三合板,19,装饰材料,19.002,装饰板材,19.002.003,木质板,19.002.003.007,木饰面板,现有,语义推测,语义分类,med
水泥类,水泥,18,涂料化工,18.002,墙地面,18.002.004,砂石水泥,18.002.004.002,水泥,现有,语义推测,语义分类,high
油漆涂料,2K亚克力稀释剂T-104（慢/中/快）,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.013,溶解液,现有,语义推测,语义分类,med
油漆涂料,2K环氧稀释剂T-106,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.013,溶解液,现有,语义推测,语义分类,med
油漆涂料,2K纹理的粘合剂,18,涂料化工,18.002,墙地面,18.002.002,基层加固,18.002.002.003,界面剂,现有,语义推测,语义分类,med
油漆涂料,AQUASIL-硅基疏水剂,17,防水,17.002,防水涂料,(待生成),硅基防水憎水剂  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
油漆涂料,AUTOSHEEN纤维素所有色调/调色剂,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.007,其他涂料,现有,语义推测,语义分类,med
油漆涂料,AUTOSHEEN纤维素蛋壳/哑光饰面,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.007,其他涂料,现有,语义推测,语义分类,med
油漆涂料,AUTOSHEN永久波尔多,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.007,其他涂料,现有,语义推测,语义分类,med
油漆涂料,AUTOSHEN纤维素永久紫,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.007,其他涂料,现有,语义推测,语义分类,med
油漆涂料,Autosheen纤维素底漆,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.007,其他涂料,现有,语义推测,语义分类,med
油漆涂料,Autosheen金属粗粒,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.007,其他涂料,现有,语义推测,语义分类,med
油漆涂料,CORAL乙烯基丝/哑光深内墙涂料,18,涂料化工,18.001,涂料,18.001.002,内墙涂料,18.001.002.001,内墙涂料,现有,语义推测,语义分类,high
油漆涂料,CORAL乙烯基丝/哑光透明内墙涂料,18,涂料化工,18.001,涂料,18.001.002,内墙涂料,18.001.002.001,内墙涂料,现有,语义推测,语义分类,high
油漆涂料,CORAL乙烯基丝绸/哑光粉彩内墙涂料,18,涂料化工,18.001,涂料,18.001.002,内墙涂料,18.001.002.001,内墙涂料,现有,语义推测,语义分类,high
油漆涂料,CORAL粘合剂,18,涂料化工,18.002,墙地面,18.002.002,基层加固,18.002.002.003,界面剂,现有,语义推测,语义分类,med
油漆涂料,CORAL透明外墙面涂,18,涂料化工,18.001,涂料,18.001.004,外墙涂料,18.001.004.001,普通外墙涂料,现有,语义推测,语义分类,high
油漆涂料,CORAL防水深色外墙面涂,18,涂料化工,18.001,涂料,18.001.004,外墙涂料,18.001.004.001,普通外墙涂料,现有,语义推测,语义分类,high
油漆涂料,CORAL防水粉彩外墙面涂,18,涂料化工,18.001,涂料,18.001.004,外墙涂料,18.001.004.001,普通外墙涂料,现有,语义推测,语义分类,high
油漆涂料,CORAL高光珐琅深,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.001,醇酸涂料,现有,语义推测,语义分类,med
油漆涂料,CORAL高光珐琅粉彩,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.001,醇酸涂料,现有,语义推测,语义分类,med
油漆涂料,CORAL高光珐琅透明,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.001,醇酸涂料,现有,语义推测,语义分类,med
油漆涂料,DELUXHICOVER-中等色调,18,涂料化工,18.001,涂料,18.001.002,内墙涂料,18.001.002.001,内墙涂料,现有,语义推测,语义分类,high
